"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"766","2017","data.Canada","data.45 to 54 years","data.Males","data.Influenza and pneumonia",3.3
"767","2017","data.Canada","data.45 to 54 years","data.Males","data.Chronic lower respiratory diseases",4.1
"768","2017","data.Canada","data.45 to 54 years","data.Males","data.Chronic liver disease and cirrhosis",11.7
"769","2017","data.Canada","data.45 to 54 years","data.Males","data.Accidents (unintentional injuries)",50.5
"770","2017","data.Canada","data.45 to 54 years","data.Males","data.Intentional self-harm (suicide)",26.6
"771","2017","data.Canada","data.45 to 54 years","data.Females","data.Malignant neoplasms",88.5
"772","2017","data.Canada","data.45 to 54 years","data.Females","data.Diabetes mellitus",4.4
"773","2017","data.Canada","data.45 to 54 years","data.Females","data.Alzheimer's disease",0.1
"774","2017","data.Canada","data.45 to 54 years","data.Females","data.Diseases of heart",16.3
"775","2017","data.Canada","data.45 to 54 years","data.Females","data.Cerebrovascular diseases",5.5
"776","2017","data.Canada","data.45 to 54 years","data.Females","data.Influenza and pneumonia",2.6
"777","2017","data.Canada","data.45 to 54 years","data.Females","data.Chronic lower respiratory diseases",3.4
"778","2017","data.Canada","data.45 to 54 years","data.Females","data.Chronic liver disease and cirrhosis",7.1
"779","2017","data.Canada","data.45 to 54 years","data.Females","data.Accidents (unintentional injuries)",18.4
"780","2017","data.Canada","data.45 to 54 years","data.Females","data.Intentional self-harm (suicide)",9.5
"781","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Malignant neoplasms",260.1
"782","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Diabetes mellitus",16.3
"783","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Alzheimer's disease",1.4
"784","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Diseases of heart",100.1
"785","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Cerebrovascular diseases",15.9
"786","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Influenza and pneumonia",7.3
"787","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic lower respiratory diseases",19.8
"788","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic liver disease and cirrhosis",19.5
"789","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Accidents (unintentional injuries)",32.6
"790","2017","data.Canada","data.55 to 64 years","data.Both sexes","data.Intentional self-harm (suicide)",16.4
"791","2017","data.Canada","data.55 to 64 years","data.Males","data.Malignant neoplasms",277.2
"792","2017","data.Canada","data.55 to 64 years","data.Males","data.Diabetes mellitus",22.4
"793","2017","data.Canada","data.55 to 64 years","data.Males","data.Alzheimer's disease",1.1
"794","2017","data.Canada","data.55 to 64 years","data.Males","data.Diseases of heart",150.4
"795","2017","data.Canada","data.55 to 64 years","data.Males","data.Cerebrovascular diseases",17.9
"796","2017","data.Canada","data.55 to 64 years","data.Males","data.Influenza and pneumonia",8.2
"797","2017","data.Canada","data.55 to 64 years","data.Males","data.Chronic lower respiratory diseases",20.9
"798","2017","data.Canada","data.55 to 64 years","data.Males","data.Chronic liver disease and cirrhosis",26.7
"799","2017","data.Canada","data.55 to 64 years","data.Males","data.Accidents (unintentional injuries)",47.5
"800","2017","data.Canada","data.55 to 64 years","data.Males","data.Intentional self-harm (suicide)",24.5
"801","2017","data.Canada","data.55 to 64 years","data.Females","data.Malignant neoplasms",243.4
"802","2017","data.Canada","data.55 to 64 years","data.Females","data.Diabetes mellitus",10.5
"803","2017","data.Canada","data.55 to 64 years","data.Females","data.Alzheimer's disease",1.7
"804","2017","data.Canada","data.55 to 64 years","data.Females","data.Diseases of heart",51
"805","2017","data.Canada","data.55 to 64 years","data.Females","data.Cerebrovascular diseases",14
"806","2017","data.Canada","data.55 to 64 years","data.Females","data.Influenza and pneumonia",6.4
"807","2017","data.Canada","data.55 to 64 years","data.Females","data.Chronic lower respiratory diseases",18.6
"808","2017","data.Canada","data.55 to 64 years","data.Females","data.Chronic liver disease and cirrhosis",12.4
"809","2017","data.Canada","data.55 to 64 years","data.Females","data.Accidents (unintentional injuries)",18.1
"810","2017","data.Canada","data.55 to 64 years","data.Females","data.Intentional self-harm (suicide)",8.5
"811","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Malignant neoplasms",611.5
"812","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Diabetes mellitus",43.3
"813","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Alzheimer's disease",11.5
"814","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Diseases of heart",247
"815","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Cerebrovascular diseases",50.4
"816","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Influenza and pneumonia",20.5
"817","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic lower respiratory diseases",80.2
"818","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic liver disease and cirrhosis",28.2
"819","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Accidents (unintentional injuries)",36
"820","2017","data.Canada","data.65 to 74 years","data.Both sexes","data.Intentional self-harm (suicide)",10.9
"821","2017","data.Canada","data.65 to 74 years","data.Males","data.Malignant neoplasms",699.8
"822","2017","data.Canada","data.65 to 74 years","data.Males","data.Diabetes mellitus",56.9
"823","2017","data.Canada","data.65 to 74 years","data.Males","data.Alzheimer's disease",10.5
"824","2017","data.Canada","data.65 to 74 years","data.Males","data.Diseases of heart",349.5
"825","2017","data.Canada","data.65 to 74 years","data.Males","data.Cerebrovascular diseases",60.1
"826","2017","data.Canada","data.65 to 74 years","data.Males","data.Influenza and pneumonia",24.9
"827","2017","data.Canada","data.65 to 74 years","data.Males","data.Chronic lower respiratory diseases",87.2
"828","2017","data.Canada","data.65 to 74 years","data.Males","data.Chronic liver disease and cirrhosis",40.2
"829","2017","data.Canada","data.65 to 74 years","data.Males","data.Accidents (unintentional injuries)",47.8
"830","2017","data.Canada","data.65 to 74 years","data.Males","data.Intentional self-harm (suicide)",18
"831","2017","data.Canada","data.65 to 74 years","data.Females","data.Malignant neoplasms",528.8
"832","2017","data.Canada","data.65 to 74 years","data.Females","data.Diabetes mellitus",30.7
"833","2017","data.Canada","data.65 to 74 years","data.Females","data.Alzheimer's disease",12.5
"834","2017","data.Canada","data.65 to 74 years","data.Females","data.Diseases of heart",151
"835","2017","data.Canada","data.65 to 74 years","data.Females","data.Cerebrovascular diseases",41.3
"836","2017","data.Canada","data.65 to 74 years","data.Females","data.Influenza and pneumonia",16.4
"837","2017","data.Canada","data.65 to 74 years","data.Females","data.Chronic lower respiratory diseases",73.6
"838","2017","data.Canada","data.65 to 74 years","data.Females","data.Chronic liver disease and cirrhosis",17
"839","2017","data.Canada","data.65 to 74 years","data.Females","data.Accidents (unintentional injuries)",25
"840","2017","data.Canada","data.65 to 74 years","data.Females","data.Intentional self-harm (suicide)",4.3
"841","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Malignant neoplasms",1248.2
"842","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Diabetes mellitus",107.3
"843","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Alzheimer's disease",90
"844","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Diseases of heart",724.4
"845","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Cerebrovascular diseases",212
"846","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Influenza and pneumonia",89.9
"847","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic lower respiratory diseases",228.6
"848","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic liver disease and cirrhosis",28.4
"849","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Accidents (unintentional injuries)",106.6
"850","2017","data.Canada","data.75 to 84 years","data.Both sexes","data.Intentional self-harm (suicide)",11.4
"851","2017","data.Canada","data.75 to 84 years","data.Males","data.Malignant neoplasms",1526.1
"852","2017","data.Canada","data.75 to 84 years","data.Males","data.Diabetes mellitus",139.8
"853","2017","data.Canada","data.75 to 84 years","data.Males","data.Alzheimer's disease",83.7
"854","2017","data.Canada","data.75 to 84 years","data.Males","data.Diseases of heart",933.4
"855","2017","data.Canada","data.75 to 84 years","data.Males","data.Cerebrovascular diseases",235.3
"856","2017","data.Canada","data.75 to 84 years","data.Males","data.Influenza and pneumonia",98
"857","2017","data.Canada","data.75 to 84 years","data.Males","data.Chronic lower respiratory diseases",251.2
"858","2017","data.Canada","data.75 to 84 years","data.Males","data.Chronic liver disease and cirrhosis",37
"859","2017","data.Canada","data.75 to 84 years","data.Males","data.Accidents (unintentional injuries)",132.3
"860","2017","data.Canada","data.75 to 84 years","data.Males","data.Intentional self-harm (suicide)",19.5
"861","2017","data.Canada","data.75 to 84 years","data.Females","data.Malignant neoplasms",1018.4
"862","2017","data.Canada","data.75 to 84 years","data.Females","data.Diabetes mellitus",80.4
"863","2017","data.Canada","data.75 to 84 years","data.Females","data.Alzheimer's disease",95.3
"864","2017","data.Canada","data.75 to 84 years","data.Females","data.Diseases of heart",551.6
"865","2017","data.Canada","data.75 to 84 years","data.Females","data.Cerebrovascular diseases",192.7
"866","2017","data.Canada","data.75 to 84 years","data.Females","data.Influenza and pneumonia",83.1
"867","2017","data.Canada","data.75 to 84 years","data.Females","data.Chronic lower respiratory diseases",209.8
"868","2017","data.Canada","data.75 to 84 years","data.Females","data.Chronic liver disease and cirrhosis",21.3
"869","2017","data.Canada","data.75 to 84 years","data.Females","data.Accidents (unintentional injuries)",85.4
"870","2017","data.Canada","data.75 to 84 years","data.Females","data.Intentional self-harm (suicide)",4.7
"871","2017","data.Canada","data.85 and over","data.Both sexes","data.Malignant neoplasms",2092
"872","2017","data.Canada","data.85 and over","data.Both sexes","data.Diabetes mellitus",270.5
"873","2017","data.Canada","data.85 and over","data.Both sexes","data.Alzheimer's disease",574.5
"874","2017","data.Canada","data.85 and over","data.Both sexes","data.Diseases of heart",3023.9
"875","2017","data.Canada","data.85 and over","data.Both sexes","data.Cerebrovascular diseases",884.3
"876","2017","data.Canada","data.85 and over","data.Both sexes","data.Influenza and pneumonia",561.7
"877","2017","data.Canada","data.85 and over","data.Both sexes","data.Chronic lower respiratory diseases",589
"878","2017","data.Canada","data.85 and over","data.Both sexes","data.Chronic liver disease and cirrhosis",32.5
"879","2017","data.Canada","data.85 and over","data.Both sexes","data.Accidents (unintentional injuries)",514
"880","2017","data.Canada","data.85 and over","data.Both sexes","data.Intentional self-harm (suicide)",12.8
"881","2017","data.Canada","data.85 and over","data.Males","data.Malignant neoplasms",2849.4
"882","2017","data.Canada","data.85 and over","data.Males","data.Diabetes mellitus",332.5
"883","2017","data.Canada","data.85 and over","data.Males","data.Alzheimer's disease",448.7
"884","2017","data.Canada","data.85 and over","data.Males","data.Diseases of heart",3421.4
"885","2017","data.Canada","data.85 and over","data.Males","data.Cerebrovascular diseases",837.9
"886","2017","data.Canada","data.85 and over","data.Males","data.Influenza and pneumonia",625.9
"887","2017","data.Canada","data.85 and over","data.Males","data.Chronic lower respiratory diseases",751.8
"888","2017","data.Canada","data.85 and over","data.Males","data.Chronic liver disease and cirrhosis",45.7
"889","2017","data.Canada","data.85 and over","data.Males","data.Accidents (unintentional injuries)",557.9
"890","2017","data.Canada","data.85 and over","data.Males","data.Intentional self-harm (suicide)",28
"891","2017","data.Canada","data.85 and over","data.Females","data.Malignant neoplasms",1676.2
"892","2017","data.Canada","data.85 and over","data.Females","data.Diabetes mellitus",236.4
"893","2017","data.Canada","data.85 and over","data.Females","data.Alzheimer's disease",643.6
"894","2017","data.Canada","data.85 and over","data.Females","data.Diseases of heart",2805.7
"895","2017","data.Canada","data.85 and over","data.Females","data.Cerebrovascular diseases",909.8
"896","2017","data.Canada","data.85 and over","data.Females","data.Influenza and pneumonia",526.4
"897","2017","data.Canada","data.85 and over","data.Females","data.Chronic lower respiratory diseases",499.6
"898","2017","data.Canada","data.85 and over","data.Females","data.Chronic liver disease and cirrhosis",25.3
"899","2017","data.Canada","data.85 and over","data.Females","data.Accidents (unintentional injuries)",489.8
"900","2017","data.Canada","data.85 and over","data.Females","data.Intentional self-harm (suicide)",4.5
